subH_file,sub_file,cat_file,catH_file,ts_file,DH,DG,subH_HOMO,subH_LUMO,subH_CP,subH_Hard,subH_Soft,subH_Ephil,subH_Q,subH_FukP,subH_FukM,subH_FukD,subH_BO,subH_BOH,subH_BOX,subH_BV3,subH_BV4,subH_BV5,sub_SOMO,sub_IE,sub_EA,sub_Eneg,sub_Soft,sub_Q,sub_Fuk0,sub_BO,sub_BV3,sub_BV4,sub_BV5,cat_SOMO,cat_IE,cat_EA,cat_Eneg,cat_Soft,cat_Q,cat_Fuk0,cat_BO,cat_BV3,cat_BV4,cat_BV5,catH_HOMO,catH_LUMO,catH_CP,catH_Hard,catH_Soft,catH_Ephil,catH_Q,catH_FukP,catH_FukM,catH_FukD,catH_BO,catH_BOH,catH_BOX,catH_BV3,catH_BV4,catH_BV5,DHdd,DGdd
PRE-B1k,POST-B1k-H2,PRE-N1,POST-N1,,-5.580257848,-6.579880432,-0.412792,0.059989,-0.1764015,0.2363905,4.230288442,0.065817977,-0.39905,0.02741,0.11181,-0.0844,0.972875,0.9233,1.02245,0.555590733,0.313978027,0.175873514,-0.264945,0.309290448,-0.00676517,0.151262639,3.164000078,-0.06848,0.63718,1.021466667,0.526622095,0.300124915,0.168039087,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.5
PRE-B1k,POST-B1k-H3,PRE-N1,POST-N1,,-2.080788141,-3.600616075,-0.412792,0.059989,-0.1764015,0.2363905,4.230288442,0.065817977,-0.59574,0.00746,0.16526,-0.1578,0.964175,0.941833333,1.0312,0.405244338,0.231169698,0.149703573,-0.279832,0.327793998,-0.000459715,0.163667142,3.046424032,-0.26142,0.73544,0.992666667,0.367690331,0.215663987,0.142034704,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22.9
PRE-B1l,POST-B1l-H1,PRE-N1,POST-N1,,-13.02799392,-13.29594046,-0.322799,0.025436,-0.1486815,0.1741175,5.743248094,0.063480662,-0.50197,0.05052,-0.0463,0.09682,0.956925,0.90945,1.0044,0.574474821,0.348864906,0.18656184,-0.292306,0.331164747,0.049952459,0.190558603,3.556032374,-0.04981,0.48895,1.0624,0.545617923,0.333797561,0.178396298,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,20.7
PRE-B1l,POST-B1l-H2,PRE-N1,POST-N1,,-6.214156618,-6.693573852,-0.322799,0.025436,-0.1486815,0.1741175,5.743248094,0.063480662,-0.39335,-0.0166,-0.00647,-0.01013,0.9745,0.92305,1.02595,0.543960444,0.298111539,0.176514065,-0.244614,0.286582468,-0.019571432,0.133505518,3.266331084,-0.07423,0.626715,1.0218,0.512598704,0.283866613,0.169292596,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,20.6
PRE-B1l,POST-B1l-H3,PRE-N1,POST-N1,,-2.992059902,-3.204785612,-0.322799,0.025436,-0.1486815,0.1741175,5.743248094,0.063480662,-0.59569,-0.00738,-0.00434,-0.00304,0.96535,0.943033333,1.0323,0.404760131,0.227317516,0.144108117,-0.261582,0.308341963,-0.014712699,0.146814632,3.095451382,-0.27301,0.710155,0.996033333,0.367345799,0.211482062,0.136149522,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.8
PRE-B1m,POST-B1m-H1,PRE-N1,POST-N1,,-6.114220715,-6.938768157,-0.359811,0.059962,-0.1499245,0.2098865,4.76447985,0.053546454,-0.3826,0.1059,0.05389,0.05201,0.96605,0.928,1.0041,0.666092446,0.450771212,0.245835436,-0.236589,0.269687489,-0.019149449,0.12526902,3.462161062,-0.04958,0.6467,1.006033333,0.638762664,0.437430172,0.237754643,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,20.8
PRE-B1m,POST-B1m-H2,PRE-N1,POST-N1,,-7.379914844,-8.260938139,-0.359811,0.059962,-0.1499245,0.2098865,4.76447985,0.053546454,-0.39812,0.04958,0.04957,1.00E-05,0.976025,0.9264,1.02565,0.58820955,0.364390013,0.233333859,-0.236656,0.27439181,-0.02326954,0.125561135,3.359522491,-0.07178,0.618025,1.025733333,0.563189064,0.352755881,0.22651643,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,19.8
PRE-B1m,POST-B1m-H3,PRE-N1,POST-N1,,-2.811256227,-3.463238565,-0.359811,0.059962,-0.1499245,0.2098865,4.76447985,0.053546454,-0.5915,0.02316,0.02459,-0.00143,0.965225,0.943433333,1.0306,0.40713461,0.240654677,0.173774479,-0.255268,0.296607193,-0.016875318,0.139865937,3.18997062,-0.26402,0.70364,0.9939,0.369692342,0.225552418,0.166434755,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21
PRE-B1n,POST-B1n-H1,PRE-N1,POST-N1,,-12.95867922,-13.07916104,-0.275701,0.067788,-0.1039565,0.1717445,5.822602762,0.0314623,-0.20899,-0.06856,0.08184,-0.1504,0.964,0.92365,1.00435,0.609970948,0.382894451,0.204883558,-0.185779,0.21910945,-0.0429903,0.088059575,3.815341297,-0.05647,0.46181,1.033766667,0.567342074,0.365794333,0.195553199,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,7.7
PRE-B1n,POST-B1n-H2,PRE-N1,POST-N1,,-7.08310663,-7.491615295,-0.275701,0.067788,-0.1039565,0.1717445,5.822602762,0.0314623,-0.40175,-0.01076,0.0591,-0.06986,0.9746,0.92615,1.02305,0.554873734,0.317888399,0.197163445,-0.241534,0.28137676,-0.021805792,0.129785484,3.298342841,-0.07632,0.61546,1.022433333,0.529778754,0.305808144,0.190148923,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,19.5
PRE-B1n,POST-B1n-H3,PRE-N1,POST-N1,,-3.09425986,-3.456960332,-0.275701,0.067788,-0.1039565,0.1717445,5.822602762,0.0314623,-0.59618,-0.00556,0.06309,-0.06865,0.964875,0.942933333,1.0307,0.406948376,0.231945565,0.154335246,-0.258632,0.30188165,-0.018143916,0.141868867,3.124750352,-0.26994,0.587355,0.995666667,0.369524732,0.21588123,0.146250512,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.4
PRE-B2a,POST-B2a-H1,PRE-N1,POST-N1,,-8.698174814,-9.68336468,-0.37867,0.06584,-0.156415,0.222255,4.499336348,0.055039599,-0.2128,0.04552,0.06755,-0.02203,0.99105,0.9126,1.0172,0.62727205,0.292920986,0.149961764,-0.223666,0.263801845,-0.033004568,0.115398638,3.369199438,0.1169,0.561275,1.0612,0.601068981,0.278893303,0.142720586,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,17.1
PRE-B2a,POST-B2a-H2,PRE-N1,POST-N1,,-2.692480607,-3.084674025,-0.37867,0.06584,-0.156415,0.222255,4.499336348,0.055039599,-0.59609,-0.00037,0.07741,-0.07778,0.96185,0.9434,1.0172,0.448282926,0.273679474,0.147490224,-0.257275,0.303734113,-0.016336933,0.14369859,3.124306345,-0.26839,0.721455,0.990333333,0.411809073,0.257812985,0.138721579,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.7
PRE-B2b,POST-B2b-H1,PRE-N1,POST-N1,,-15.18407127,-16.25020986,-0.387206,0.043487,-0.1718595,0.2153465,4.643678908,0.068577125,-0.32136,-0.0222,0.11979,-0.14199,0.979425,0.884,1.011233333,0.596264154,0.294042114,0.151154174,-0.276307,0.318365593,0.037442329,0.177903961,3.559690948,0.0344,0.470645,1.104066667,0.572817342,0.280479952,0.143769118,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.2
PRE-B2b,POST-B2b-H2,PRE-N1,POST-N1,,-0.815661281,-1.472663695,-0.387206,0.043487,-0.1718595,0.2153465,4.643678908,0.068577125,-0.57998,0.00443,0.08062,-0.07619,0.953775,0.9385,0.9996,0.435255885,0.263643629,0.148676721,-0.291413,0.337012815,0.013025029,0.175018922,3.086536108,-0.24502,0.71592,0.9781,0.398297825,0.247299981,0.139862745,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,23.8
PRE-B2c,POST-B2c-H1,PRE-N1,POST-N1,,-13.89716858,-14.11365934,-0.304589,0.05872,-0.1229345,0.1816545,5.504955836,0.0415979,-0.04302,-0.08734,0.06037,-0.14771,0.9868,0.9143,1.010966667,0.598703814,0.273795854,0.140049983,-0.18939,0.230077466,-0.058573598,0.085751934,3.464390486,0.16436,0.4525,1.067733333,0.56499553,0.257487121,0.131827284,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,10.1
PRE-B2c,POST-B2c-H2,PRE-N1,POST-N1,,-1.988910087,-2.086801565,-0.304589,0.05872,-0.1229345,0.1816545,5.504955836,0.0415979,-0.60192,-0.01888,0.04752,-0.0664,0.96015,0.942266667,1.0138,0.439110921,0.257867296,0.13801993,-0.26038,0.306300529,-0.01431064,0.145994945,3.11904293,-0.27372,0.703935,0.9856,0.402106302,0.241426665,0.129020687,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22.7
PRE-B2d,POST-B2d-H1,PRE-N1,POST-N1,,-14.67645376,-15.31212085,-0.379125,-0.0236,-0.2013625,0.1777625,5.62548344,0.114047835,-0.09705,0.02602,0.01121,0.01481,0.94815,0.9069,0.9619,0.636378874,0.317387965,0.162297783,-0.300007,0.337314395,0.067190311,0.202252353,3.702002373,0.31632,0.403085,1.060566667,0.612550283,0.300555521,0.153879963,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,23.5
PRE-B2d,POST-B2d-H2,PRE-N1,POST-N1,,-1.365227171,-1.655136546,-0.379125,-0.0236,-0.2013625,0.1777625,5.62548344,0.114047835,-0.61282,-0.00261,-0.00385,0.00124,0.953575,0.932766667,1.016,0.449893847,0.286004128,0.160113998,-0.307624,0.352350544,0.035255048,0.193802796,3.153624106,-0.23601,0.638925,0.989066667,0.41312202,0.271487648,0.151439958,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,24.8
PRE-B2e,POST-B2e-H1,PRE-N1,POST-N1,,-11.75373491,-12.10827776,-0.273633,0.060611,-0.106511,0.167122,5.983652661,0.033941052,-0.31231,-0.04477,0.08,-0.12477,0.985175,0.9067,1.011333333,0.651994562,0.348015331,0.186443584,-0.20995,0.244832225,-0.017972507,0.113429859,3.805106523,-0.129,0.410275,1.080366667,0.623221469,0.331749271,0.177864148,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,13.4
PRE-B2e,POST-B2e-H2,PRE-N1,POST-N1,,-3.951431519,-4.100151263,-0.273633,0.060611,-0.106511,0.167122,5.983652661,0.033941052,-0.60981,-0.01764,0.08698,-0.10462,0.958875,0.9365,1.026,0.445582539,0.277787692,0.169229526,-0.253981,0.294220093,0.005614338,0.149917216,3.46493437,-0.27997,0.555475,1.0001,0.435730781,0.295582211,0.173616805,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.7
PRE-B2f,POST-B2f-H1,PRE-N1,POST-N1,,-10.31294368,-10.39577493,-0.327003,0.070361,-0.128321,0.198682,5.033168581,0.041438779,0.09695,-0.05487,0.06482,-0.11969,0.96785,0.917,0.9848,0.625931168,0.321620322,0.166805288,-0.213558,0.250304211,-0.041550361,0.104376925,3.426364004,0.31963,0.47945,1.0278,0.590183626,0.305346502,0.158212056,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,15.1
PRE-B2f,POST-B2f-H2,PRE-N1,POST-N1,,-1.648269082,-1.966416383,-0.327003,0.070361,-0.128321,0.198682,5.033168581,0.041438779,-0.6071,-0.0185,0.05598,-0.07448,0.95945,0.940266667,1.017,0.429501266,0.261525511,0.159832156,-0.263393,0.309302074,-0.012994822,0.148153626,3.10272923,-0.27477,0.70964,0.986766667,0.393055349,0.246143939,0.151589748,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22.2
PRE-B2h,POST-B2h-H1,PRE-N1,POST-N1,,-11.09265808,-11.25706556,-0.346393,0.057314,-0.1445395,0.2018535,4.95408799,0.051749578,0.09902,-0.05757,0.06313,-0.1207,0.97285,0.9207,0.990233333,0.575108015,0.261098783,0.133670099,-0.215644,0.258207838,-0.049928736,0.104139551,3.245314203,0.31946,0.48665,1.032333333,0.541353173,0.244762895,0.125281842,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,14.8
PRE-B2h,POST-B2h-H2,PRE-N1,POST-N1,,-1.849552785,-2.058513438,-0.346393,0.057314,-0.1445395,0.2018535,4.95408799,0.051749578,-0.62428,0.03221,0.09852,-0.06631,0.959375,0.941233333,1.0138,0.434436457,0.249755602,0.131446895,-0.274384,0.322149194,-0.001370221,0.160389486,3.0910046,-0.29117,0.706085,0.986233333,0.398791344,0.232868847,0.122589559,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22.3
PRE-B2j,POST-B2j-H1,PRE-N1,POST-N1,,-7.546418834,-8.081056902,-0.354047,0.057931,-0.148058,0.205989,4.85462816,0.053209568,-0.14247,-0.01898,0.10257,-0.12155,0.985225,0.9081,1.010933333,0.603545888,0.283269195,0.144894516,-0.246887,0.286300769,-0.012265582,0.137017593,3.349339256,0.07858,0.477505,1.061133333,0.574698302,0.267049687,0.136650137,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,20
PRE-B2j,POST-B2j-H2,PRE-N1,POST-N1,,-3.304184995,-3.42780436,-0.354047,0.057931,-0.148058,0.205989,4.85462816,0.053209568,-0.61893,-0.0071,0.09311,-0.10021,0.95835,0.933866667,1.0318,0.43755587,0.264477686,0.142811248,-0.286097,0.332086554,0.024605506,0.17834603,3.252232964,-0.24754,0.60244,1.008366667,0.403475119,0.249491807,0.134537306,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,24.1
PRE-B2k,POST-B2k-H1,PRE-N1,POST-N1,,-5.934712219,-7.744449528,-0.42096,0.061922,-0.179519,0.241441,4.141798617,0.06673902,-0.29983,0.0533,0.07034,-0.01704,0.974675,0.9042,0.998166667,0.674873361,0.346417044,0.177361562,-0.282475,0.323444085,0.016376687,0.169910386,3.256614041,0.05914,0.58346,1.042633333,0.650160161,0.332032462,0.17000607,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,23.5
PRE-B2k,POST-B2k-H2,PRE-N1,POST-N1,,-1.69746457,-2.324346529,-0.42096,0.061922,-0.179519,0.241441,4.141798617,0.06673902,-0.60288,0.01104,0.10073,-0.08969,0.9567,0.937366667,1.0147,0.469252831,0.305555987,0.174415029,-0.291239,0.339033874,0.006958493,0.172996184,3.011364459,-0.24671,0.739765,0.984933333,0.433030393,0.290108466,0.165806029,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,24.7
PRE-B2l,POST-B2l-H1,PRE-N1,POST-N1,,-18.43047582,-18.97640906,-0.319198,0.023541,-0.1478285,0.1713695,5.835344096,0.063760662,-0.31529,0.05886,-0.03526,0.09412,0.9716,0.9116,0.9916,0.661231749,0.357290826,0.187285169,-0.273086,0.310855319,0.037251779,0.174053549,3.654923471,0.11831,0.46044,1.096933333,0.635978471,0.342917882,0.17940147,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,19.3
PRE-B2l,POST-B2l-H2,PRE-N1,POST-N1,,-3.262692814,-3.324188741,-0.319198,0.023541,-0.1478285,0.1713695,5.835344096,0.063760662,-0.59328,-0.01269,-0.00122,-0.01147,0.95795,0.939033333,1.0147,0.454195843,0.291272267,0.176855035,-0.267968,0.308187776,0.008736676,0.158462226,3.339443402,-0.25515,0.608915,0.983633333,0.433421484,0.293960648,0.175607439,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22
PRE-B2m,POST-B2m-H1,PRE-N1,POST-N1,,-8.775789578,-9.976215192,-0.356668,0.060233,-0.1482175,0.2084505,4.797301997,0.05269459,-0.20411,0.13198,0.03285,0.09913,0.9794,0.9109,1.002233333,0.744040524,0.457781174,0.246235533,-0.224426,0.25589828,-0.025757318,0.115070481,3.55043538,0.15713,0.601145,1.039733333,0.722716776,0.445056949,0.238775583,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,18.4
PRE-B2m,POST-B2m-H2,PRE-N1,POST-N1,,-4.22389362,-4.191890638,-0.356668,0.060233,-0.1482175,0.2084505,4.797301997,0.05269459,-0.60403,-0.01202,0.04049,-0.05251,0.960275,0.940733333,1.0189,0.508371201,0.356945565,0.231979833,-0.25653,0.294609986,-0.011222475,0.141693756,3.269764095,-0.26567,0.70128,0.9891,0.47889042,0.344624791,0.224531708,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,22.3
PRE-B2n,POST-B2n-H1,PRE-N1,POST-N1,,-13.59390015,-14.02625418,-0.268405,0.063976,-0.1022145,0.1661905,6.017191115,0.031433217,-0.03627,-0.05989,0.03288,-0.09277,0.976875,0.9125,0.998333333,0.689073674,0.39050959,0.205790183,-0.180975,0.212538116,-0.043064494,0.084736811,3.912323118,0.15293,0.414795,1.064033333,0.651566225,0.373525852,0.196310034,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,7.9
PRE-B2n,POST-B2n-H2,PRE-N1,POST-N1,,-3.478696633,-3.464263915,-0.268405,0.063976,-0.1022145,0.1661905,6.017191115,0.031433217,-0.60489,-0.00953,0.04361,-0.05314,0.95905,0.940633333,1.0143,0.465826132,0.307394792,0.196288354,-0.260588,0.297437711,-0.011323259,0.143057226,3.238751323,-0.26917,0.517715,0.9867,0.433617029,0.294166253,0.188402684,-0.321948,0.3491072,0.12672797,0.237917585,4.496822837,-0.3265,0.2714,1.2441,0.553206943,0.386649649,0.242084766,-0.332764,-0.040269,-0.1865165,0.1462475,6.837723722,0.11893675,-0.62386,0.20203,-0.0253,0.22733,0.976233333,0.7989,1.0649,0.588749628,0.401988548,0.249731954,,21.3
